Value,Time
15541.0,0.0
20980.0,0.26198816299438477
21019.0,1.239055871963501
21031.0,102.88186717033386
21044.0,103.31876420974731
21079.0,103.90568375587463
21105.0,104.4021360874176
21110.0,166.68677401542664
21216.0,213.82408571243286
21230.0,214.01985049247742
21271.0,214.34613275527954
