Value,Time
14949.0,0.0
21078.0,0.44275641441345215
21121.0,2.5194215774536133
21159.0,2.9123220443725586
21218.0,4.215813159942627
21221.0,551.675420999527
21223.0,2575.6768248081207
21238.0,2581.588886976242
